,F1DLOT,F1ROLL,CLAIM_NUM,CLAIM,Claims,DIM_DIVISION_CUSTOMER_GK,F1GROL,F1GROL_count,F1PROL,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,INVENTORY_SIZE_CD,INVENTORY_STYLE_CD,claimRatio,dollarClaims,dollarPerClaim,dollarPerSale,dollarSales,numClaims,numSales,F1ROLL_count,F1DLOT_count
15770,A52813,11133502,7109467,807.07,0,307099,5296822,1,10659142,7,90,1,463,0.4758078303983587,807.07,807.07,848.105,1696.21,1.0,2.0,1,1
15771,P93585,98825638,7085531,1564.99,0,307099,4158938,1,98797525,7,153,1,153,0.9635629275260594,1564.99,1564.99,1624.17,1624.17,1.0,1.0,1,1
15772,P74604,10818099,7107224,1077.18,1,307099,5288642,3,10734293,6,36,1,107,1.0212753854030379,1077.18,1077.18,351.58,1054.74,1.0,3.0,1,3
15773,P58252,09879696,7083692,1219.68,1,307099,5062878,1,08414289,6,138,1,190,0.8375254928619987,1219.68,1219.68,485.43,1456.29,1.0,3.0,1,1
15774,P34147,05120844,6974353,827.64,1,307099,4708965,2,04847020,6,160,1,536,1.0764018494072662,1655.28,827.64,307.558,1537.79,2.0,5.0,1,2
15775,P18776,02642751,6995898,827.64,1,307099,4469581,1,,6,160,1,536,1.0764018494072662,1655.28,827.64,307.558,1537.79,2.0,5.0,1,1
15776,P60915,08817056,7059643,1060.27,0,233878,5123096,1,08796220,7,24,1,228,1.0526279212914242,1060.27,1060.27,1007.26,1007.26,1.0,1.0,1,1
15777,CA457961,07052564,7017951,719.13,1,253362,4920751A,1,07016377,7,24,1,326,1.1036033270924772,719.13,719.13,651.62,651.62,1.0,1.0,1,1
15778,PP43731,06409573,7008518,483.48,0,253362,4896087,2,06341325,7,104,1,183,0.3250700929866672,966.96,966.96,743.655,2974.62,1.0,4.0,2,7
15779,PP43731,06409573,7008518,483.48,1,253362,4896087,2,06341325,7,104,1,183,0.3250700929866672,966.96,966.96,743.655,2974.62,1.0,4.0,2,7
15780,L134131,06421919,7012288,100.36,1,253362,4889672,1,06342879,7,30,1,128,0.08731360164256755,100.36,100.36,383.14000000000004,1149.42,1.0,3.0,1,1
15781,L137017,06902234,7018285,689.57,0,253362,4888259,2,06527096,7,57,1,128,0.8307371667449733,689.57,689.57,415.035,830.07,1.0,2.0,1,2
15782,P40707,05847749,6984954,835.43,0,253363,4860550,1,05822310,7,92,1,810,0.2702458780411274,835.43,835.43,772.8425,3091.37,1.0,4.0,1,1
15783,KK46087,03554476,7076206,92.93,0,253407,4637721,1,,1,121,1,454,0.15151959825213593,92.93,92.93,204.44000000000003,613.32,1.0,3.0,1,1
15784,858776,11842659,7145864,204.99,0,267625,5279349,1,10427174,1,121,1,612,0.8944302637607173,409.98,204.99,91.674,458.37,2.0,5.0,1,2
15785,858776,12249081,7147048,204.99,1,267625,5279348,1,10425537,1,121,1,612,0.8944302637607173,409.98,204.99,91.674,458.37,2.0,5.0,1,2
15786,P57003,08249796,7051818,1269.32,0,253362,4991656,1,08209044,7,55,1,971,0.9987096368099704,1269.32,1269.32,635.48,1270.96,1.0,2.0,1,1
15787,P47527,07091288,7019596,168.3,1,253363,4934026A,1,06875778,7,110,1,640,0.09489709613758106,168.3,168.3,591.1666666666666,1773.5,1.0,3.0,1,1
15788,L134893,06748782,7024805,974.27,1,253404,4877561B,1,06747313,7,138,1,254,0.5441754730892111,974.27,974.27,895.18,1790.36,1.0,2.0,1,1
15789,608820,03498803,6949126,1032.27,0,253362,4598747,1,03187211,1,33,1,432,1.6956373621132528,2488.67,2488.67,733.845,1467.69,1.0,2.0,1,2
15790,K52555R,05436840,6995309,528.73,1,253496,4774915,3,05352970,1,142,1,353,0.11770271232925505,528.73,528.73,449.20799999999997,4492.08,1.0,10.0,1,1
15791,K52995,07004325,7120792,331.71,0,253496,4789567,1,06773780,1,24,1,934,0.15316879458822985,331.71,331.71,721.8833333333333,2165.65,1.0,3.0,1,1
15792,663020,04506973,7012704,354.43,1,253496,4734141,1,,1,221,1,84,0.3361278391578548,354.43,354.43,263.6125,1054.45,1.0,4.0,1,1
15793,K56142,06264779,7003394,615.04,1,253496,4878821,1,06169601,1,88,1,90,0.12885735057185896,615.04,615.04,530.3366666666666,4773.03,1.0,9.0,1,7
15794,P17926,04569169,6977853,476.29,1,253496,4434234,5,02476164,7,279,1,128,0.17527093414782244,476.29,476.29,1358.725,2717.45,1.0,2.0,1,5
15795,C700662,05678258,6995783,550.0,0,253496,4792941,2,05308314,1,19,1,528,0.786129811471778,550.0,550.0,699.63,699.63,1.0,1.0,1,2
15796,P33255,04742355,6972164,1608.6,1,253505,4746611,1,04672201,7,77,1,464,0.44739755135643283,1608.6,1608.6,1198.4866666666667,3595.46,1.0,3.0,1,2
15797,P59825,09613154,7069251,833.98,1,242705,5051748,1,08738081,4,235,1,232,1.1981610516485885,833.98,833.98,232.01666666666665,696.05,1.0,3.0,1,1
15798,P73930,11238582,7131946,2122.89,1,242705,5281040,1,10667858,4,61,1,461,0.9077105950665532,2122.89,2122.89,467.746,2338.73,1.0,5.0,1,1
15799,K80385,11680037,7126676,800.9,1,242705,5384862,1,11549043,1,18,1,202,2.6735433044581307,1601.8,800.9,85.59,599.13,2.0,7.0,1,1
15800,K72912,10242898,7114927,800.9,1,242705,5238896,2,,1,18,1,202,2.6735433044581307,1601.8,800.9,85.59,599.13,2.0,7.0,1,2
15801,P46795,06888266,7012521,1015.64,1,242705,4950709,1,06802702,1,2,1,110,0.6171777202513339,1015.64,1015.64,411.405,1645.62,1.0,4.0,1,1
15802,XL139477,08694479,7064270,614.44,1,242705,4968086A,2,07079422,4,100,1,234,100229.0,1002.29,1002.29,0.005,0.01,1.0,2.0,2,2
15803,XL139477,08694479,7064270,387.85,1,242705,4968086A,2,07079422,4,100,1,234,100229.0,1002.29,1002.29,0.005,0.01,1.0,2.0,2,2
15804,K80885,11741326,7126019,390.95,1,242705,5400150,1,11652220,7,103,1,215,1.5530351703788312,2610.59,1305.295,336.192,1680.96,2.0,5.0,1,1
15805,K79420,11430071,7119067,2219.64,1,242705,5317664,1,11386277,7,103,1,215,1.5530351703788312,2610.59,1305.295,336.192,1680.96,2.0,5.0,1,3
15806,778907,08698950,7054541,641.52,1,242705,5061599,1,08019267,1,33,1,166,1.3367784955199,641.52,641.52,159.96666666666667,479.9,1.0,3.0,1,3
15807,P50895,07456215,7108847,847.67,1,242705,4900715,2,,4,160,1,372,0.18247435108128005,847.67,847.67,663.6314285714286,4645.42,1.0,7.0,1,2
15808,646707,05494306,6979266,584.36,1,242705,4693352,2,04502465,1,25,1,237,1.579688988909839,779.15,779.15,123.3075,493.23,1.0,4.0,2,4
15809,646707,05494306,6979266,194.79,1,242705,4693352,2,04502465,1,25,1,237,1.579688988909839,779.15,779.15,123.3075,493.23,1.0,4.0,2,4
15810,L107643,99804910,6979854,2959.17,0,242705,3956941,2,97267104,4,50,1,254,1.1868390525015904,3171.59,3171.59,1336.15,2672.3,1.0,2.0,1,2
15811,L107643,97267104,6979854,212.42,0,242705,3956941,2,,4,50,1,254,1.1868390525015904,3171.59,3171.59,1336.15,2672.3,1.0,2.0,1,2
15812,P76925,11405898,7125452,1215.13,1,242705,5317153,1,11078166,6,38,1,256,0.9931427357133518,1215.13,1215.13,407.84,1223.52,1.0,3.0,1,1
15813,780043,09784503,7109530,429.4,1,242705,5023027,1,07727491,1,377,3,89,1.1340587365307415,429.4,429.4,126.21333333333332,378.64,1.0,3.0,1,1
15814,K57247,06721011,7050357,188.95,1,242705,4833269,1,,1,103,1,373,0.3101659580754772,188.95,188.95,203.06333333333336,609.19,1.0,3.0,1,1
15815,L133670,06722507,7008948,313.64,1,242705,4825142,1,06031279,6,155,1,177,0.2668342015479525,611.6,305.8,229.206,2292.06,2.0,10.0,1,1
15816,L139152,06892383,7012283,297.96,1,242705,4926153,1,06808996,6,155,1,177,0.2668342015479525,611.6,305.8,229.206,2292.06,2.0,10.0,1,1
15817,P52228,07516222,7028231,3789.36,0,242705,4989779,2,07513988,6,61,1,94,0.48218075678263783,4189.36,2094.68,2896.1200000000003,8688.36,2.0,3.0,2,2
15818,P52228,07516222,7054668,400.0,1,242705,4989779,2,07513988,6,61,1,94,0.48218075678263783,4189.36,2094.68,2896.1200000000003,8688.36,2.0,3.0,2,2
15819,L129334,04530303,6961053,2839.67,1,242705,4709416,1,04400379,6,82,1,99,3.0920649554284387,8519.01,2839.67,393.5885714285714,2755.12,3.0,7.0,1,1
15820,L131369,04927968,6967966,2839.67,1,242705,4763061,3,04844847,6,82,1,99,3.0920649554284387,8519.01,2839.67,393.5885714285714,2755.12,3.0,7.0,1,3
15821,L135241,05449164,6983577,1132.87,0,242705,4741417,1,05438816,6,45,1,177,1.030659497620932,1132.87,1132.87,1099.17,1099.17,1.0,1.0,1,1
15822,P68474,09912923,7083204,3418.63,1,242705,5219726,1,09888765,6,47,1,181,1.1066500063123752,3418.63,3418.63,1029.7233333333334,3089.17,1.0,3.0,1,1
15823,823498,09737021,7109925,450.0,1,242705,5200048,1,,1,89,3,300,1.121467377760056,450.0,450.0,200.63,401.26,1.0,2.0,1,4
15824,653445,06545227,7004724,326.98,1,242705,4736894,1,04505319,1,87,3,496,1.3291329620747125,326.98,326.98,82.00333333333333,246.01,1.0,3.0,1,1
15825,626291,04497774,6968526,1667.96,1,69883,4640936,1,03821489,8,93,1,821,0.8228347039351978,1667.96,1667.96,405.418,2027.09,1.0,5.0,1,1
15826,L124659,03092322,6994109,652.17,0,242705,4498756,1,02499362,6,66,1,94,1.0308377403882663,3393.59,1696.795,823.0175,3292.07,2.0,4.0,1,1
15827,K59107$,07472176,7025649,400.98,0,253373,4959436,1,07231376,1,262,1,1,0.726366987600424,801.96,400.98,368.0233333333333,1104.07,2.0,3.0,1,1
15828,XK57663,06930270,7019981,400.98,1,253373,4690439,1,06831810,1,262,1,1,0.726366987600424,801.96,400.98,368.0233333333333,1104.07,2.0,3.0,1,1
15829,K54089,05657466,7019711,431.29,0,254090,4825584,2,05648773,1,59,1,171,1.2623911330911637,2307.55,2307.55,913.96,1827.92,1.0,2.0,1,3
15830,K54089,05656912,7019711,934.07,0,254090,4835543,1,05648864,1,59,1,171,1.2623911330911637,2307.55,2307.55,913.96,1827.92,1.0,2.0,1,3
15831,K54089,05657482,7019711,942.19,0,254090,4825584,2,05648773,1,59,1,171,1.2623911330911637,2307.55,2307.55,913.96,1827.92,1.0,2.0,1,3
15832,P22174,03578978,7037030,445.77,0,253373,4553455,1,03059627,7,41,1,128,0.5458853783982366,445.77,445.77,408.3,816.6,1.0,2.0,1,1
15833,P45238,06733921,7010844,310.69,1,253373,4878950,1,06527019,1,142,1,231,0.3320863217076221,621.38,310.69,267.3057142857143,1871.14,2.0,7.0,1,2
15834,P45238,06861423,7010830,310.69,1,253373,4877832,1,06526915,1,142,1,231,0.3320863217076221,621.38,310.69,267.3057142857143,1871.14,2.0,7.0,1,2
15835,629889,04605428,6995992,1418.73,0,253373,4648009,2,03824746,1,64,1,237,0.5803383701619039,1418.73,1418.73,611.165,2444.66,1.0,4.0,1,3
15836,P54482,08244770,7075082,795.74,0,254090,5024146,1,07871265,7,24,1,98,0.7772644246266251,795.74,795.74,511.885,1023.77,1.0,2.0,1,1
15837,P51925,07542234,7131341,547.57,0,253373,4979871,1,,7,19,1,153,1.340922131408826,2103.29,701.0966666666667,522.8466666666667,1568.54,3.0,3.0,1,1
15838,142418,06711039,7044743,563.61,1,253373,4870437,2,06073196,7,19,1,153,1.340922131408826,2103.29,701.0966666666667,522.8466666666667,1568.54,3.0,3.0,2,2
15839,142418,06711039,7026330,992.11,0,253373,4870437,2,06073196,7,19,1,153,1.340922131408826,2103.29,701.0966666666667,522.8466666666667,1568.54,3.0,3.0,2,2
15840,P48737,07559299,7040132,45.92,1,253373,4908297,1,07087007,7,3,1,385,0.06475631768953069,45.92,45.92,354.56,709.12,1.0,2.0,1,1
15841,P39984,05937026,6998196,789.19,1,253373,4813090,1,05698747,7,66,1,153,0.36614889253867067,789.19,789.19,718.46,2155.38,1.0,3.0,1,1
15842,C8249,05018618,6966522,2339.53,1,242705,K361850,1,04312940,5,537,1,484,1.0309478693870358,2339.53,2339.53,453.86,2269.3,1.0,5.0,1,1
15843,568786 $,04207431,6950288,285.66,1,253373,4452774,1,03458496,1,80,1,84,0.5636543014996054,285.66,285.66,253.4,506.8,1.0,2.0,1,2
15844,K47133,04130941,7000445,469.71,0,254090,4653024,1,03871595,1,367,1,482,1.0755403920131892,469.71,469.71,436.72,436.72,1.0,1.0,1,2
15845,P49385,06899190,7041714,858.24,0,253643,3357813,1,92387319,7,145,1,326,1.103618547951547,1716.48,858.24,777.66,1555.32,2.0,2.0,1,1
15846,CXP40218,06352169,7006502,858.24,1,253643,4845529A,1,06048814,7,145,1,326,1.103618547951547,1716.48,858.24,777.66,1555.32,2.0,2.0,1,1
15847,K54218,05729351,6982615,326.54,0,254091,4844341,1,05673418,1,246,1,171,0.2287800127512594,326.54,326.54,237.885,1427.31,1.0,6.0,1,1
15848,K54093,05738540,6982615,687.14,0,254091,4839383,1,05700758,1,37,1,171,0.4098951311755091,687.14,687.14,419.095,1676.38,1.0,4.0,1,1
15849,730499A,07116087,7024940,470.6,0,254091,4902915,2,06225989,1,266,3,242,1.6316473016535633,703.55,703.55,431.19,431.19,1.0,1.0,2,2
15850,730499A,07116087,7024940,232.95,1,254091,4902915,2,06225989,1,266,3,242,1.6316473016535633,703.55,703.55,431.19,431.19,1.0,1.0,2,2
15851,732303,06586831,7012933,460.63,1,254091,4937094,1,06577904,1,266,1,242,0.561558998866227,460.63,460.63,410.135,820.27,1.0,2.0,1,1
15852,683588,06030585,7014485,27.91,0,254092,4794989,3,05357880,1,24,1,84,1.12893531063704,687.42,687.42,608.91,608.91,1.0,1.0,1,10
15853,683588,06030603,7014485,659.51,1,254092,4794989,3,05357880,1,24,1,84,1.12893531063704,687.42,687.42,608.91,608.91,1.0,1.0,1,10
15854,P48440,07064671,7081954,2344.15,0,254091,4972307,1,07022134,7,252,1,368,0.9709359157029722,2344.15,2344.15,1207.16,2414.32,1.0,2.0,1,1
15855,P3021R,02306298,6996409,927.72,0,254091,4255659,1,00172718,7,20,1,255,1.098322421774184,927.72,927.72,844.67,844.67,1.0,1.0,1,1
15856,643753,05194176,6967342,495.94,1,253373,4797578,1,05120197,1,147,1,306,0.31503655755512217,495.94,495.94,787.115,1574.23,1.0,2.0,1,2
15857,P8811,01061971,7026842,1440.0,0,253643,4372623,1,,7,23,1,116,1.097159575764964,1440.0,1440.0,1312.48,1312.48,1.0,1.0,1,1
15858,859109$,10251053,7121085,2090.0,1,232181,5261075,1,,1,17,1,343,0.34262295081967215,2090.0,2090.0,2033.3333333333333,6100.0,1.0,3.0,1,1
15859,CP51230,07942900,7043007,500.0,1,243110,4943581,1,07882353,7,19,1,326,1.1182930375075484,500.0,500.0,223.555,447.11,1.0,2.0,1,1
15860,A41267,07425691,7024189,763.09,1,234240,4987237,1,,1,8,1,18,0.7905947928430083,763.09,763.09,321.7366666666667,965.21,1.0,3.0,1,1
15861,P28411E,03953527,6996309,1376.1,1,380084,4402767,1,,6,16,1,376,1.151268729764325,1376.1,1376.1,298.8225,1195.29,1.0,4.0,1,1
15862,L126324,03763256,7037222,1049.25,1,261457,4635669,1,03657858,7,3,1,181,0.9210491665130487,1049.25,1049.25,379.73,1139.19,1.0,3.0,1,1
15863,P51710,07563807,7024790,1738.54,0,261457,4983174,1,07512318,7,64,1,278,1.0,1738.54,1738.54,579.5133333333333,1738.54,1.0,3.0,1,1
15864,L131875,05199199,7062578,37.98,1,234840,4780658,1,,6,45,1,139,0.0029780924369154868,37.98,37.98,1417.0144444444443,12753.13,1.0,9.0,1,1
15865,L134820,06753324,7064673,26.83,1,234840,4935942A,1,,6,59,1,139,0.002190597495060337,26.83,26.83,1749.685714285714,12247.8,1.0,7.0,1,1
15866,K50876,04876893,7024303,10.98,1,234840,4746915,1,,6,76,1,164,0.008005074254718837,10.98,10.98,685.815,1371.63,1.0,2.0,1,1
15867,L68228,87676984,6996704,2359.24,1,234840,2891623,1,,7,10,1,972,12.500471846492609,2384.34,1192.17,47.685,190.74,2.0,4.0,1,1
15868,P25793,03610837,6975218,937.22,0,233054,4584596A,2,03578117,7,20,1,391,1.1954053926747372,1776.48,1776.48,495.3633333333333,1486.09,1.0,3.0,1,2
15869,P25793,03610835,6975218,839.26,0,233054,4584596A,2,03578117,7,20,1,391,1.1954053926747372,1776.48,1776.48,495.3633333333333,1486.09,1.0,3.0,1,2
15870,P28867,04704188,6966272,372.04,0,253474,4644343,1,04072147,7,183,1,491,0.3923727562277205,372.04,372.04,316.06,948.18,1.0,3.0,1,1
15871,K55287,06568618,7017071,281.0,1,253461,4869789,1,05943890,1,142,1,353,0.10884764815481932,281.0,281.0,430.26500000000004,2581.59,1.0,6.0,1,1
15872,P66210R,10412030,7091469,1700.0,1,255372,5186758,1,09551253,6,9,1,107,0.57624969916376,1700.0,1700.0,590.022,2950.11,1.0,5.0,1,1
15873,P36509,08318594,7053375,837.22,0,255372,4756365,1,05138128,6,123,1,362,0.08987521684615517,837.22,837.22,1330.7657142857145,9315.36,1.0,7.0,1,1
15874,P38679,05533730,6988325,371.79,1,253196,4818960,1,,7,48,1,810,0.5888716421692853,371.79,371.79,315.68,631.36,1.0,2.0,1,1
15875,P49777,07421219,7021575,2930.17,1,234258,4877554,2,07363045,4,30,1,309,1.7873967360306158,4857.34,2428.67,388.2214285714286,2717.55,2.0,7.0,1,2
15876,P49777,07397201,7040510,1927.17,1,234258,4877554,2,07363066,4,30,1,309,1.7873967360306158,4857.34,2428.67,388.2214285714286,2717.55,2.0,7.0,1,2
15877,P51499,07726139,7048616,49.6,1,234258,4961840,1,07425631,7,29,1,220,0.08551012441230885,50.38,50.38,196.39,589.17,1.0,3.0,1,1
15878,K62572,08679100,7048616,0.78,1,234258,5042165,1,08041125,7,29,1,220,0.08551012441230885,50.38,50.38,196.39,589.17,1.0,3.0,1,1
15879,675126,05622186,6979954,282.13,1,234258,4749450,2,05597827,1,73,1,109,1.263796810607418,282.13,282.13,74.41333333333334,223.24,1.0,3.0,1,6
15880,A37257,07913663,7038670,379.27,1,234258,4839316,1,05820479,1,204,1,445,3.8514995599485475,1137.81,379.27,42.20285714285715,295.42,3.0,7.0,1,1
15881,A37503,07568410,7028207,379.27,1,234258,4870183,2,05929990,1,204,1,445,3.8514995599485475,1137.81,379.27,42.20285714285715,295.42,3.0,7.0,1,2
15882,A37503,08297791,7044582,379.27,1,234258,4870183,2,05929990,1,204,1,445,3.8514995599485475,1137.81,379.27,42.20285714285715,295.42,3.0,7.0,1,2
15883,P80244,06288146,7014950,330.15,1,234258,3960744,2,97021252,7,101,1,212,66030.0,660.3,660.3,0.005,0.01,1.0,2.0,2,2
15884,P80244,06288146,7014950,330.15,0,234258,3960744,2,97021252,7,101,1,212,66030.0,660.3,660.3,0.005,0.01,1.0,2.0,2,2
15885,723857,07476211,7026766,900.0,1,234258,4913854,1,06320184,1,20,3,174,3.2645362544887373,900.0,900.0,137.845,275.69,1.0,2.0,1,1
15886,633756,06797933,7010140,646.13,1,234258,4679382,1,03983684,1,87,3,566,1.3164296483435882,646.13,646.13,163.60666666666665,490.82,1.0,3.0,1,1
15887,M62626,05063204,6967725,10.62,1,64818,4792414,1,,8,63,1,476,0.002520200761755597,10.62,10.62,1404.6499999999999,4213.95,1.0,3.0,1,1
15888,725847,08908566,7074582,361.76,1,249681,4952091,1,06943719,1,142,3,100,1.3350062735257213,361.76,361.76,90.32666666666667,270.98,1.0,3.0,1,1
15889,P38002,05521762,6985166,969.37,1,249681,4804499,2,05398272,7,131,1,117,0.6025160516387279,969.37,969.37,402.2175,1608.87,1.0,4.0,1,2
15890,L139493,07982289,7057432,211.97,1,249681,4967289,1,07154483,6,19,1,99,1.1457218528728177,211.97,211.97,61.669999999999995,185.01,1.0,3.0,1,1
15891,PP55515,08100222,7053980,1717.45,1,323935,5027454,3,,7,64,1,137,1.6670899344134646,2783.29,2783.29,417.3875,1669.55,1.0,4.0,2,3
15892,PP55515,08459133,7053980,525.65,1,323935,5027454,3,08100275,7,64,1,137,1.6670899344134646,2783.29,2783.29,417.3875,1669.55,1.0,4.0,1,3
15893,PP55515,08100222,7053980,540.19,1,323935,5027454,3,,7,64,1,137,1.6670899344134646,2783.29,2783.29,417.3875,1669.55,1.0,4.0,2,3
15894,L133777,06048360,6997789,918.0,1,323935,4876741,1,,7,147,1,169,0.2646555153863452,918.0,918.0,867.165,3468.66,1.0,4.0,1,1
15895,P32648,04957728,6994306,950.0,1,323935,4669630,1,04537758,7,433,1,220,0.7514990428275349,950.0,950.0,632.07,1264.14,1.0,2.0,1,1
15896,L129822,04773690,6971433,330.12,1,323935,4741459,3,04688177,7,259,1,169,34.33385335413416,660.24,660.24,9.615,19.23,1.0,2.0,2,3
15897,L129822,04773690,6971433,330.12,0,323935,4741459,3,04688177,7,259,1,169,34.33385335413416,660.24,660.24,9.615,19.23,1.0,2.0,2,3
15898,A36004,04978482,7062198,1051.31,0,323935,4782744,2,,1,30,1,43,4.9364062678714395,2157.95,2157.95,145.71666666666667,437.15,1.0,3.0,2,2
15899,A36004,04978482,7062198,1106.64,1,323935,4782744,2,,1,30,1,43,4.9364062678714395,2157.95,2157.95,145.71666666666667,437.15,1.0,3.0,2,2
15900,K62397R,08054866,7053601,325.94,1,323935,5059113,1,08043334,1,43,1,35,1.087644674869473,1787.37,1787.37,547.78,1643.34,1.0,3.0,1,2
15901,K62397R,08723934,7053601,1461.43,1,323935,5057958,1,08043271,1,43,1,35,1.087644674869473,1787.37,1787.37,547.78,1643.34,1.0,3.0,1,2
15902,P59316,09689600,7086145,336.76,1,323935,5102053,1,08554400,7,72,1,117,0.37961470392623237,336.76,336.76,443.555,887.11,1.0,2.0,1,1
15903,746483$,07342901,7020757,235.2,1,65120,4937430,3,06643509,1,100,1,248,0.8702511974843686,952.02,952.02,364.65333333333336,1093.96,1.0,3.0,1,3
15904,746483$,06618434,7020757,716.82,1,65120,4937430,3,,1,100,1,248,0.8702511974843686,952.02,952.02,364.65333333333336,1093.96,1.0,3.0,1,3
15905,P50636,10088317,7082552,457.92,1,234878,4950782,1,07543140,1,93,1,394,0.7106255528484303,457.92,457.92,161.0975,644.39,1.0,4.0,1,1
15906,632899,04238584,6987614,17.78,1,256447,4691785,4,04219996,1,80,1,166,0.021645311501354358,35.56,17.78,273.80833333333334,1642.85,2.0,6.0,1,6
15907,632899,04521844,6987618,17.78,1,256447,4691785,4,04219996,1,80,1,166,0.021645311501354358,35.56,17.78,273.80833333333334,1642.85,2.0,6.0,1,6
15908,P49069,07155035,7024699,2328.56,1,240856,4932882,1,07116909,7,66,1,307,1.0866953831220045,2328.56,2328.56,535.6975,2142.79,1.0,4.0,1,1
15909,502328$,99294303,7006819,460.47,1,240856,4229825,1,,1,427,1,343,0.508037645279834,2311.49,1155.745,909.9680000000001,4549.84,2.0,5.0,1,4
15910,502328$,99294417,7006813,832.38,1,240856,4229826,2,,1,427,1,343,0.508037645279834,2311.49,1155.745,909.9680000000001,4549.84,2.0,5.0,1,4
15911,502328$,01609168,7006813,129.32,1,240856,4229824,1,99293930,1,427,1,343,0.508037645279834,2311.49,1155.745,909.9680000000001,4549.84,2.0,5.0,1,4
15912,502328$,99294437,7006819,889.32,1,240856,4229826,2,,1,427,1,343,0.508037645279834,2311.49,1155.745,909.9680000000001,4549.84,2.0,5.0,1,4
15913,P25904,03573599,6970551,721.42,0,240856,4620095,1,,7,142,1,117,1.131461731493099,721.42,721.42,637.6,637.6,1.0,1.0,1,1
15914,600439,03313521,6982113,520.0,0,253013,4586294,3,03038532,1,160,1,242,0.8447528824263788,1955.51,488.8775,462.97799999999995,2314.89,4.0,5.0,2,6
15915,642009,04718528,6962180,192.86,1,253013,4725636,6,04376734,1,160,1,242,0.8447528824263788,1955.51,488.8775,462.97799999999995,2314.89,4.0,5.0,1,12
15916,600439,03038631,6946670,529.79,1,253013,4589063,1,,1,160,1,242,0.8447528824263788,1955.51,488.8775,462.97799999999995,2314.89,4.0,5.0,1,6
15917,642009,05064440,6982109,192.86,1,253013,4725637,3,04376934,1,160,1,242,0.8447528824263788,1955.51,488.8775,462.97799999999995,2314.89,4.0,5.0,1,12
15918,600439,03313521,6982113,520.0,1,253013,4586294,3,03038532,1,160,1,242,0.8447528824263788,1955.51,488.8775,462.97799999999995,2314.89,4.0,5.0,2,6
15919,P33649,04754233,6968223,1161.83,1,253013,4746625,1,04722049,7,73,1,464,0.5485971423444862,1161.83,1161.83,1058.91,2117.82,1.0,2.0,1,1
15920,P41304,06301914,7008420,1532.44,0,252921,4831081,2,05956408,7,145,1,183,0.2811290364005269,1532.44,1532.44,2725.51,5451.02,1.0,2.0,1,2
15921,B994034,02077957,6925626,472.31,1,253049,4261505,1,00209853,1,103,3,194,1.1025491386152482,472.31,472.31,428.38,428.38,1.0,1.0,1,1
15922,P16259,02306509,7108593,1223.1,0,252921,4474763,1,02194826,7,66,1,153,1.0984481086323956,2446.2,1223.1,1113.48,2226.96,2.0,2.0,1,1
15923,635700,04566403,7003290,198.25,1,253049,4746825,1,04565648,1,152,1,306,0.49629499824763434,198.25,198.25,399.46,399.46,1.0,1.0,1,5
15924,701888,06108219,7004240,229.12,1,252921,4860162,1,05829012,1,40,1,416,1.0758827948910594,229.12,229.12,212.96,212.96,1.0,1.0,1,1
15925,583302,02974053,6929591,193.98,1,252944,4504052,1,02268464,1,64,1,84,0.5636659499041088,193.98,193.98,172.07,344.14,1.0,2.0,1,1
15926,A54012,10992124,7125766,1473.12,0,274732,5306795,1,,1,2,1,51,0.3810272672250128,1473.12,1473.12,966.545,3866.18,1.0,4.0,1,1
15927,A46587,08878918,7125763,1450.8,1,274732,5128256,1,08843555,1,130,1,51,1.216760533395266,3143.44,1571.72,369.0642857142857,2583.45,2.0,7.0,1,2
15928,A46587,08858197,7125763,243.68,1,274732,5128258,1,08843755,1,130,1,51,1.216760533395266,3143.44,1571.72,369.0642857142857,2583.45,2.0,7.0,1,2
15929,A50516,10967952,7125770,1448.96,1,274732,5219622,1,10010961,1,130,1,51,1.216760533395266,3143.44,1571.72,369.0642857142857,2583.45,2.0,7.0,1,1
15930,K44640,06026362,7096240,124.74,1,274732,4548983,1,03156568,1,72,1,297,0.0921549361328024,124.74,124.74,338.3975,1353.59,1.0,4.0,1,1
15931,P45388,06595687,7018338,816.31,1,252831,4927597,2,06545732,1,243,1,866,0.44377215299976075,816.31,816.31,459.87,1839.48,1.0,4.0,1,2
15932,622768,03974045,6996461,136.38,1,253949,4632578,1,03551929,1,110,1,84,0.165469546226644,136.38,136.38,274.73333333333335,824.2,1.0,3.0,1,2
15933,P36310RR,06059986,7014953,1056.95,1,252831,4784089,2,05102321,7,100,1,62,0.5530729180293557,1056.95,1056.95,955.525,1911.05,1.0,2.0,1,2
15934,618850,03600839,7007392,278.62,1,253949,4632011,1,03551288,1,412,1,84,0.6462102235828926,278.62,278.62,215.58,431.16,1.0,2.0,1,6
15935,664592,04801173,6971211,271.72,0,252831,4718272,1,04369124,1,46,1,148,1.1245292389190085,271.72,271.72,241.63,241.63,1.0,1.0,1,2
15936,P49469,07222365,7024757,1486.07,0,252878,4978202,1,07198049,7,160,1,183,0.5907159410265889,1486.07,1486.07,1257.855,2515.71,1.0,2.0,1,1
15937,P53217,08209035,7068311,441.69,1,252878,4963940,1,07710395,7,800,1,128,0.8151719330855018,1333.23,666.615,817.76,1635.52,2.0,2.0,1,1
15938,XL135184,06523581,7037608,891.54,1,252878,4796027,2,05400577,7,800,1,128,0.8151719330855018,1333.23,666.615,817.76,1635.52,2.0,2.0,1,2
