,CLAIM_NUM,INVENTORY_STYLE_CD,INVENTORY_SIZE_CD,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,DIM_DIVISION_CUSTOMER_GK,F1ROLL,F1PROL,F1GROL,F1DLOT,CLAIM_STATUS_TYPE_CD,CLAIM,TOTAL_CLAIM,TOTAL_CLAIM_CNT,TRX_CNT,NET_SALES
11076,7001487,28002,1200,A,765,336816,05740606,05740009,4811648,XK54370,50,74.49,680.97,2,23,9679.99
11077,7008747,28002,1200,A,765,336816,05739948,,4811648,XK54370,50,414.96,680.97,2,23,9679.99
11078,7001487,28002,1200,A,765,336816,05740553,05740009,4811648,XK54370,50,191.52,680.97,2,23,9679.99
11079,7101716,27612,1200,A,168,293531,10863724,09793895,5210641A,A49666,34,581.4,581.4,1,1,569.77
11080,7007760,25542,1200,T,335,373807,04360162,,4637343,621540,50,316.8,316.8,1,2,1739.73
11081,7095268,28304,1200,A,851,293531,10574267,10388057,5269244,A51925,51,914.76,914.76,1,4,1038.48
11082,7117133,28271,1200,H5,754,256060,10196913,,5210241,P70304,50,794.94,794.94,1,3,777.47
11083,7147552,28397,1200,A,862,256060,11544872,,5395052,891323,50,321.94,321.94,1,13,14292.38
11084,7040899,27583,1200,H4,917,256060,08014038,07548722,4989929,P52319,50,550.62,550.62,1,3,495.56
11085,7099034,27896,1200,H5,737,256060,06290785,,4861378,CP420601R,50,554.04,554.04,1,3,3477.21
11086,7010308,28271,1200,H5,732,256060,06345061,06292241,4823342,L136674,50,561.6,561.6,1,3,5300.33
11087,7024154,28185,1200,H4,712,272810,04311542,,4706202,P30891R,50,1236.66,1236.66,1,7,4532.95
11088,7028112,27867,1200,H4,700,262658,05668528,,4763368,K54127,50,423.32,423.32,1,10,29003.88
11089,7141812,27000,1200,A,748,262658,11215824,10984759,5331062,865501,34,639.9,639.9,1,1,639.9
11090,7074030,28052,1200,H4,729,243134,06924650,,4911510,P47858,50,1559.22,1572.24,1,5,870.54
11091,7074030,28052,1200,H4,729,243134,10295585,09436119,5094918,K68955,50,13.02,1572.24,1,5,870.54
11092,7122361,27866,1200,H4,719,262658,11487704,09969549,4990248,K60067,50,1019.16,1019.16,1,5,1709.31
11093,6960881,28176,1200,H4,539,272810,04113190,,4688972,L130034,51,3008.06,3008.06,1,5,6318.81
11094,7074045,27906,1200,H4,878,243134,08965976,07924910,4999448,P54725,50,740.87,740.87,1,3,666.79
11095,7073424,27570,1200,H4,595,263876,09565596,09066006,5094382,PP62189,50,509.76,509.76,1,3,431.94
11096,7101829,27584,1200,H4,858,272810,04140200,04087692,4664332,L130020,50,555.84,555.84,1,3,558.43
11097,7073969,27875,1200,H4,930,243134,08647195,08552540,5075268A,KK64380,50,22.66,453.16,1,6,1306.98
11098,7073969,27875,1200,H4,930,243134,08647195,08552540,5075268A,KK64380,51,430.5,453.16,1,6,1306.98
11099,6963269,27961,1200,A,758,321454,04633676,01816546,,K32657,50,958.45,958.45,1,2,43.66
11100,7003255,59163,1200,A,373,336701,05116594,,4793708,L131801,50,1647.09,7053.66,1,8,2533.5
11101,7003255,59163,1200,A,373,336701,05116733,,4793710,L131801,50,1546.24,7053.66,1,8,2533.5
11102,7003255,59163,1200,A,373,336701,05966514,05116711,4793710,L131801,50,1736.08,7053.66,1,8,2533.5
11103,7003255,59163,1200,A,373,336701,06488855,05002094,4693345,L131625,50,554.04,7053.66,1,8,2533.5
11104,7003255,59163,1200,A,373,336701,05966514,05116711,4793710,L131801,51,1570.21,7053.66,1,8,2533.5
11105,6955502,67327,1200,V,72013,262683,89506905,13156058,,31452857,50,559.58,559.58,1,2,55.0
11106,7049425,27909,1200,H5,917,232169,07116445,06903588,4942059,L139329R,50,1480.36,1480.36,1,3,1483.04
11107,7123288,28041,1200,H4,948,333578,11317521,11196567,5334953,P77772,34,1739.52,1739.52,1,2,3493.57
11108,7086222,27877,1200,A,878,266427,10775422,10001754,5203984,P68875,50,16.8,16.8,1,2,1334.95
11109,7059409,27048,1200,A,969,304338,09008198,08370376,5083266,779720,51,302.24,302.24,1,4,1581.61
11110,7035920,27001,1500,A,685,242301,07870433,05642921,4849630,709054,30,1038.82,1038.82,1,1,1038.82
11111,6972829,27651,1200,H4,711,242301,03605130,02409570,4503081,L124508RR,50,905.92,905.92,1,2,16.86
11112,7137047,28208,1200,H4,755,260519,11051605,10411120,5259217,P71903R,30,1711.31,3535.93,2,5,588.72
11113,7123265,28208,1200,H4,755,260519,11051605,10411120,5259217,P71903R,50,1824.62,3535.93,2,5,588.72
11114,7079001,27960,1200,A,959,260519,08778885,08220609,5043665,K62997,51,318.45,535.11,1,10,3504.01
11115,7079001,27960,1200,A,959,260519,08994782,08220654,5057089,K62997,50,216.66,535.11,1,10,3504.01
11116,6994316,27475,1500,A,758,260519,05706625,05013000,4774374,K51531$,50,206.27,206.27,1,7,1996.11
11117,7047025,28304,1200,A,965,260519,07954449,07220842,4951630,A41193,30,759.24,1154.52,1,10,11221.44
11118,7047025,28304,1200,A,965,260519,07459001,07220773,4951629,A41193,30,395.28,1154.52,1,10,11221.44
11119,6974840,28077,1200,H4,738,378324,04538566,,4737506,P32699,50,1476.24,1476.24,1,10,30368.05
11120,7064975,28175,1200,H4,928,378324,07989423,07937533,5039172,P55172,50,1103.95,1103.95,1,4,1126.06
11121,7108602,28176,1200,H4,809,378324,10866335,10633932,5271734,P73945,50,335.5,335.5,1,3,335.5
11122,7073927,28077,1200,H4,735,378324,09612464,08825432,5105806,P60361,51,1077.3,1077.3,1,7,7071.54
11123,7133071,27636,1200,A,959,260203,12112049,10388249,5160651,K73530,50,370.37,370.37,1,3,571.47
11124,7149671,27652,1200,A,939,312953,10916382,10844327,5285074,A52773$,50,198.18,729.68,1,32,26046.17
11125,7149671,27652,1200,A,939,312953,10916374,10844327,5285074,A52773$,50,189.18,729.68,1,32,26046.17
11126,7149671,27652,1200,A,939,312953,10916369,10844327,5285074,A52773$,50,153.14,729.68,1,32,26046.17
11127,7149671,27652,1200,A,939,312953,10916377,10844327,5285074,A52773$,50,189.18,729.68,1,32,26046.17
11128,7017247,27583,1200,H5,917,386658,06429638,06361961,4900286,L134268,50,421.74,421.74,1,3,1160.01
11129,6999550,27954,1200,A,848,336643,05135950,04696260,4754475,A35147,50,421.14,421.14,1,5,15234.6
11130,7101098,27921,1200,A,737,244142,05088424,,4780196,K51858,50,661.76,1483.42,1,9,7833.33
11131,7101098,27921,1200,A,737,244142,05354326,,4803983,K52902,50,821.66,1483.42,1,9,7833.33
11132,7011018,28165,1200,H4,931,336643,04815587,,4759096,P34144,50,57.57,57.57,1,3,24374.12
11133,7041166,28041,1200,H4,828,336643,07817695,07760088,5021260,P53669,50,1093.6,1093.6,1,4,135.56
11134,6986822,27748,1200,H4,858,228150,05426930,05231440,4726658,CL131338,30,2899.48,2899.48,1,3,4232.22
11135,7053621,28167,1200,H4,957,336643,00779759,,4377322,P7161,50,693.62,693.62,1,3,8449.11
11136,7102692,28140,1200,H4,777,336643,09890691,,5218809,P68108,50,20.41,976.54,1,3,929.87
11137,7102692,28140,1200,H4,777,336643,10019538,09890691,5218809,P68108,50,956.13,976.54,1,3,929.87
11138,7125190,27751,1200,H4,868,336643,08588894,08554358,5029274,P59459,50,1730.28,1730.28,1,3,3950.35
11139,7027018,27692,1200,H4,859,251157,07680594,05788167,4836467,P40453,30,208.2,208.2,1,2,2422.82
11140,7025143,28072,1200,A,717,235416,07155511,,4979206,A40981$,50,126.5,126.5,1,13,191995.21
11141,6987488,25444,1200,A,737,235416,05946512,05253939,4790693,683264,50,479.85,641.85,2,9,1044.33
11142,7117325,27001,1200,A,746,242727,09288373,09006681,5145415,806185$,50,111.52,346.3,3,5,96.76
11143,7067890,27001,1200,A,746,242727,09154084,09006678,5145415,806185$,50,117.39,346.3,3,5,96.76
11144,7117321,27001,1200,A,746,242727,09154084,09006678,5145415,806185$,30,117.39,346.3,3,5,96.76
11145,6958397,27943,1200,C1,832,242727,04113154,00535601,4316310,L118300,50,871.19,871.19,1,3,723.09
11146,6945657,27913,1200,H4,878,320264,00909454,00688593,4337984,L118530,50,864.36,1685.5,1,4,4223.84
11147,6945657,27913,1200,H4,878,320264,00909454,00688593,4337984,L118530,30,821.14,1685.5,1,4,4223.84
11148,7022170,27804,1200,H4,726,242727,00332764,00138114,4288096,P2141,30,808.11,808.11,1,1,698.52
11149,7131648,27891,1200,H4,822,243128,11642432,10379078,5250190,P71378RR,50,635.94,635.94,1,3,523.7
11150,7025529,27539,1200,A,565,332953,07398160,07374988,4934558B,K59701,50,207.13,207.13,1,3,186.41
11151,6973944,28179,1200,A,728,242727,04118951,,4691556,P29606,50,265.86,265.86,1,6,2617.6
11152,7059755,83058,1200,A,979,335304,08979710,07791776,5039617,779069,50,133.2,133.2,1,16,20942.26
11153,7013636,59163,1200,A,373,335304,07054335,06148204,4885705,L136412,50,1393.89,1393.89,1,4,1474.25
11154,7145157,28182,1200,H4,939,233344,10639160,08596719,5057209,P55434R,50,495.0,495.0,1,4,5728.22
11155,7076469,28219,1200,H4,949,261967,05470305,05036619,4779750,P35607,50,1227.65,1227.65,1,5,1286.82
11156,7098226,27932,1200,A,842,233344,04366679,04182315,4692352,K48316,30,1275.56,1275.56,1,1,1275.56
11157,6959093,27345,1200,H4,762,239983,04004327,96702261,3934509,K23576,30,2845.1,3616.65,1,1,3643.65
11158,6959093,27345,1200,H4,762,239983,96702210,,3934508,K23576,30,771.55,3616.65,1,1,3643.65
11159,7019601,27341,1200,A,758,267525,06731011,05652839,4699016,L129810,51,928.87,2786.61,2,9,3167.07
11160,7025395,27341,1200,A,758,267525,07465323,07172256,4956616,L137771,50,928.87,2786.61,2,9,3167.07
11161,7025395,27341,1200,A,758,267525,07465323,07172256,4956616,L137771,30,928.87,2786.61,2,9,3167.07
11162,7106540,27582,1200,H4,724,296218,07678082,07370644,4980099,P50909,50,1221.59,1221.59,1,5,3384.21
11163,7092447,26370,1200,A,874,267525,10056150,,5231241,K71855,51,298.89,298.89,1,14,25065.88
11164,6986305,27660,1200,A,728,296218,05754207,05340449,4761003,K52929,50,650.16,650.16,1,3,585.14
11165,7038744,27620,1200,A,859,267525,06671404,,4870552A,0C733697,50,332.32,1458.87,2,20,18039.73
11166,7038744,27620,1200,A,859,267525,06671404,,4870552A,0C733697,51,996.95,1458.87,2,20,18039.73
11167,7074577,26403,1200,A,658,268610,09280866,08697754,4926329,725040,51,353.31,353.31,1,3,335.64
11168,7049483,27868,1200,H4,738,268610,06503681,,4922063,P45234,30,1588.56,1588.56,1,1,2022.64
11169,7108724,27651,1200,H4,717,268610,11261390,11214162,5344605,P78261,51,250.15,1693.35,2,5,2413.07
11170,7138896,27651,1200,H4,717,268610,11486121,,5373110,P80060,50,800.0,1693.35,2,5,2413.07
11171,7108724,27651,1200,H4,717,268610,11214162,,5344605,P78261,51,643.2,1693.35,2,5,2413.07
11172,6979240,28074,1200,A,819,263872,05083724,03265040,4603285,A31225,30,364.78,364.78,1,5,4028.96
11173,7092487,28159,1200,H4,727,268610,10226726,08864823,5132879,P61192,30,798.91,798.91,1,1,798.91
11174,7037618,64010,1200,V,568,250377,V2426688,V2426688,,170205B,50,131.84,131.84,1,48,58200.56
11175,6984244,27000,1200,A,741,70057,05867591,05672797,4849323,701668,50,79.8,1121.1,3,18,35459.86
11176,7063848,27000,1200,A,741,70057,08108876,07613857,5015613,764915,50,98.43,1121.1,3,18,35459.86
11177,7063425,27000,1200,A,741,70057,09333092,08108985,5051017,796496,51,942.87,1121.1,3,18,35459.86
11178,7147625,27952,1200,A,929,267770,11829882,11781370,5381648,A56751,50,62.0,724.67,3,124,97894.92
11179,7137628,27952,1200,A,929,267770,05354340,,4803063,P37636,50,295.7,724.67,3,124,97894.92
11180,7137355,27952,1200,A,929,267770,10723062,10519962,5274365,A52400,50,366.97,724.67,3,124,97894.92
11181,7074545,27753,1200,A,717,251971,08156395,,,K59885,51,637.51,850.01,1,3,954.67
11182,7074545,27753,1200,A,717,251971,08156395,,,K59885,50,212.5,850.01,1,3,954.67
11183,7062089,27906,1200,H4,888,251971,08430652,08038117,4995882,P55764,50,737.29,737.29,1,5,3151.39
11184,7017351,28170,1200,H4,929,251971,03996177,03948864,4565208,P27968,50,820.07,820.07,1,3,820.07
11185,7077677,28158,1200,H4,731,263535,09576263,08431516,5074634,P58325,50,236.25,460.69,1,3,172.86
11186,7077677,28158,1200,H4,731,263535,09576263,08431516,5074634,P58325,30,224.44,460.69,1,3,172.86
11187,6978649,83028,1200,A,878,263535,05193585,04906571,4767462,683949,51,555.77,1482.06,2,5,31.05
11188,7003406,83028,1200,A,878,263535,05601956,04424672,4641593,634117,51,741.03,1482.06,2,5,31.05
11189,6978649,83028,1200,A,878,263535,05193585,04906571,4767462,683949,50,185.26,1482.06,2,5,31.05
11190,6943477,27660,1200,A,858,303033,04007578,03957580,4659280,K47575,50,312.48,1249.92,2,4,121.16
11191,6943477,27660,1200,A,858,303033,04007581,03957580,4659280,K47575,50,312.48,1249.92,2,4,121.16
11192,7073918,27303,1200,H4,539,263535,08152529,,5053549,P56643,50,379.08,921.08,2,5,971.39
11193,7073922,27303,1200,H4,539,263535,04588645,04534724,3926738A,XP31658,50,542.0,921.08,2,5,971.39
11194,7052223,27746,1200,H4,849,303033,99159473,98085595,4040577,L109795,30,664.68,1329.36,1,1,2662.52
11195,7052223,27746,1200,H4,849,303033,99159434,98085595,4040577,L109795,30,664.68,1329.36,1,1,2662.52
11196,7090418,25494,1200,H5,745,263535,94801567,94769176,3720440,B988692,30,1682.72,1682.72,1,2,2919.92
11197,7045771,88485,1200,UU,988,109699,08387152,,5083611,796978,30,1561.22,17704.68,1,2,27950.47
11198,7045771,88485,1200,UU,988,109699,08405432,08387166,5083612,796978,30,2416.72,17704.68,1,2,27950.47
11199,7045771,88485,1200,UU,988,109699,08400506,08387064,5083608,796978,30,2320.0,17704.68,1,2,27950.47
11200,7045771,88485,1200,UU,988,109699,08404732,08387040,5083608,796978,30,868.41,17704.68,1,2,27950.47
11201,7045771,88485,1200,UU,988,109699,08387141,,5083610,796978,30,1922.12,17704.68,1,2,27950.47
11202,7045771,88485,1200,UU,988,109699,08387052,,5083608,796978,30,2513.29,17704.68,1,2,27950.47
11203,7045771,88485,1200,UU,988,109699,08400449,08387040,5083608,796978,30,2416.72,17704.68,1,2,27950.47
11204,7045771,88485,1200,UU,988,109699,08404744,08387152,5083611,796978,30,1727.1,17704.68,1,2,27950.47
11205,7045771,88485,1200,UU,988,109699,08387018,,5083607,796978,30,1959.1,17704.68,1,2,27950.47
11206,7052436,28153,1200,H4,746,296442,08722497,08526640,5094039,P59159,51,1905.41,3551.33,1,5,3740.87
11207,7052436,28153,1200,H4,746,296442,06797843,06093226,4893039,P42552,30,1645.92,3551.33,1,5,3740.87
11208,7039316,27788,1200,A,888,396417,06759754,,4945447,740673,50,53.13,53.13,1,2,540.87
11209,6995067,27475,1500,A,959,296442,98957885,,4150906,K31071$R,30,1146.86,2293.72,1,4,1678.96
11210,6995067,27475,1500,A,959,296442,98957885,,4150906,K31071$R,50,1146.86,2293.72,1,4,1678.96
11211,7103130,28226,1500,A,731,296442,10605136,10127245,5218134,K71579,50,680.4,2094.11,2,6,1264.69
11212,7082303,28226,1500,A,731,296442,07940310,07849616,5015458,K61375,50,1413.71,2094.11,2,6,1264.69
11213,7039316,27931,1200,A,965,396417,07816440,,4936118,KK61420,50,112.56,112.56,1,4,3443.71
11214,7082343,27475,1500,A,989,296442,05109232,05013242,4778932,K51532$,50,270.95,270.95,1,3,257.4
11215,7144872,27728,1200,A,989,296442,07436700,,,A37387,50,368.2,368.2,1,3,428.83
11216,7028895,27451,1200,A,731,396417,05970694,,4870405,718263,30,1014.35,1014.35,1,2,1321.16
11217,6982706,28028,1200,H4,989,396417,03575713,,4556813,P25893,50,800.0,800.0,1,2,805.52
11218,7028797,27954,1200,A,939,229634,07082145,06667907,4932489,A39709,50,136.1,651.28,1,4,1302.56
11219,7028797,27954,1200,A,939,229634,07082143,06667907,4932489,A39709,30,291.6,651.28,1,4,1302.56
11220,7028797,27954,1200,A,939,229634,07082129,06667907,4932489,A39709,50,87.48,651.28,1,4,1302.56
11221,7028797,27954,1200,A,939,229634,07082143,06667907,4932489,A39709,50,136.1,651.28,1,4,1302.56
11222,7120841,27565,1200,H4,951,288895,10661888,10603594,5275592,P72984,50,430.5,861.0,1,2,1186.06
11223,7120841,27565,1200,H4,951,288895,10662063,10603594,5275592,P72984,50,430.5,861.0,1,2,1186.06
11224,7050246,27956,1200,A,758,229634,08322622,07382463,4930413,K58146,50,408.24,408.24,1,2,1632.96
11225,6890647,25529,1200,A,986,312878,00819349,,4380727,520306,30,2773.88,4160.82,1,1,1458.57
11226,7032787,28028,1200,H4,718,296802,07676871,03838196,4661425,P27564R,50,364.45,364.45,1,2,458.6
11227,7076538,26546,1500,A,723,241593,08120715,08067374,5059569,775803,50,473.49,473.49,1,3,403.99
11228,7007972,28153,1200,H4,991,254000,04891774,,4771717,P34909,51,1233.47,1233.47,1,1,1135.57
11229,7033962,28102,1200,A,878,281273,07613622,94160362,3694337,KK14513,50,454.08,454.08,1,5,357.2
11230,7083634,67335,1200,V,88002,281273,09612941,7A209081,,40558180,50,1388.97,1388.97,1,6,2935.71
11231,6871365,80232,1200,A,969,100025,00330910,98532254,4141611,475559,30,582.17,1724.4,1,4,6905.45
11232,6871365,80232,1200,A,969,100025,00330942,98532188,4141610,475559,30,409.75,1724.4,1,4,6905.45
11233,6871365,80232,1200,A,969,100025,98532352,,4141614,475559,30,249.17,1724.4,1,4,6905.45
11234,6871365,80232,1200,A,969,100025,98532262,,4141612,475559,30,483.31,1724.4,1,4,6905.45
11235,7104877,28175,1200,H4,975,401608,10916005,10778185,5230354,P74778,30,1941.88,1941.88,1,1,1941.88
11236,7023284,28222,1200,A,819,297668,06040375,06025193,4882305,K55401,50,1049.53,1049.53,1,3,1480.92
11237,7040976,80409,1200,A,869,100025,06698560,,4926790,744082,50,1126.27,1291.68,1,3,395.4
11238,7040976,80409,1200,A,869,100025,06698670,,4926791,744082,50,165.41,1291.68,1,3,395.4
11239,6968649,28140,1200,H4,937,401608,04826463,04447638,4705323,P31628,50,228.42,228.42,1,5,4572.41
11240,7133117,28222,1200,A,928,297668,11579754,,5353308,K80411,48,838.07,838.07,1,3,410.41
11241,7037619,27939,1200,C1,938,297668,07575107,07362846,4925690,P50691,50,788.38,788.38,1,4,1120.78
11242,7011923,27732,1200,A,862,401608,06231579,,4900452,P43383$,50,547.18,547.18,1,7,3426.53
11243,6971679,28052,1200,H4,646,334657,05215536,05033770,4678322,P35690,50,83.11,83.11,1,2,1385.16
11244,7016649,27899,1200,A,739,334657,06191268,,4892989,K55819,50,24.94,24.94,1,5,3793.23
11245,7092120,28224,1200,A,840,334657,07370530,,4865015,P50592,30,1530.82,1530.82,1,1,1530.82
11246,6998845,28129,1200,A,869,334657,05520030,,4782539,PP38466,50,92.88,92.88,1,8,8072.29
11247,7041914,28129,1200,A,862,334657,07647868,,4926285,A42612,50,15.14,15.14,1,2,1193.1
11248,6976462,27732,1200,A,739,289192,99550668,99383303,4229320,K32903$,30,502.49,502.49,1,10,23197.86
11249,7119695,27436,1200,H4,889,232161,11019750,04826436,4322949,L131259,50,200.0,575.0,1,2,1788.13
11250,7119695,27436,1200,H4,889,232161,04826424,,4322949,L131259,50,375.0,575.0,1,2,1788.13
11251,7048656,27554,1500,A,999,232161,08450666,03472206,4530586A,B998739,51,756.0,756.0,1,3,54.07
11252,7136185,28205,1200,H4,991,283579,09007638,,5123325,P62156,50,578.66,578.66,1,3,578.66
11253,7010582,27308,1200,A,382,227314,04775430,98956069,4094427,P95329,50,192.43,192.43,1,2,234.67
11254,6950626,28195,1200,A,925,232823,03401411,02095370,4394583,606523,50,15.79,760.44,1,3,10.44
11255,7019299,27000,1200,A,869,227314,04263593,,4675842,626064,50,95.75,95.75,1,6,5376.17
11256,7090227,27341,1200,A,725,284310,04248178,03987671,4671567,L128531,50,3246.83,6726.1,2,5,3383.39
11257,7118452,27341,1200,A,725,284310,10138132,,5191562,PP68436,50,3479.27,6726.1,2,5,3383.39
11258,7120518,27308,1200,A,719,316397,11192268,11084650,5301713,PP76323,50,786.49,786.49,1,3,785.49
11259,7045586,27308,1200,A,745,316397,99262970,,4210948,P96837,50,221.05,221.05,1,3,2888.34
11260,7105339,27339,1200,A,858,253659,00856241,00603462,4322530,L119278,30,1132.06,1132.06,1,5,3356.74
11261,7025719,27770,1200,H4,848,262407,99119842,98812044,4125349,L113478,30,1388.18,2776.36,2,3,595.77
11262,6966960,27770,1200,H4,848,262407,99119842,98812044,4125349,L113478,50,1388.18,2776.36,2,3,595.77
11263,6970114,28223,1200,A,971,284310,05061075,01376108,4377210,K39074,50,62.07,62.07,1,2,185.94
11264,7057990,27940,1200,H4,725,279987,07138576,,4962041,L139567,30,871.36,1744.08,2,207,606413.9
11265,7052449,27940,1200,H4,725,279987,06863985,,4943150,L139222,30,872.72,1744.08,2,207,606413.9
11266,7034829,28183,1200,H4,741,274380,07188609,,4980963,P49596,50,388.15,388.15,1,3,346.34
11267,7099333,27651,1200,C1,717,274380,04883674,04878980,4736487A,L129892,50,57.81,57.81,1,2,2097.0
11268,6963560,27475,1500,A,862,268541,04094990,03297845,4588979,K44816,51,206.05,206.05,1,3,284.96
11269,7132598,27565,1200,C1,709,274380,00615928,98677892,4133238,L110501,50,1337.1,1337.1,1,3,755.96
11270,7123474,80425,1200,A,868,102555,09304944,09167535,5157464,815178,36,1341.96,10497.05,4,10,18542.58
11271,7123474,80425,1200,A,868,102555,09167244,,5147738,815178,36,1034.91,10497.05,4,10,18542.58
11272,7142391,80425,1200,A,868,102555,10679882,,5289686,859963,36,1506.16,10497.05,4,10,18542.58
11273,7142391,80425,1200,A,868,102555,12420543,10680163,5289687,859963,36,821.39,10497.05,4,10,18542.58
11274,7123474,80425,1200,A,868,102555,09167341,,5147742,815178,36,1584.0,10497.05,4,10,18542.58
11275,7123474,80425,1200,A,868,102555,09167275,,5147739,815178,36,1089.48,10497.05,4,10,18542.58
11276,7060020,80425,1200,A,848,102555,07400235,,5001770,747180,36,1418.08,1418.08,1,2,4721.03
11277,7106147,27954,1200,A,969,230810,10880595,10658082,5291879,A52653,30,136.1,136.1,1,4,1642.6
11278,7018556,27748,1200,H4,278,239904,06846206,06731031,4877186,L134900,50,3761.64,5709.13,2,4,777.98
11279,7073382,27748,1200,H4,278,239904,08135303,07937051,4923215,P55093,50,1947.49,5709.13,2,4,777.98
11280,6975835,28219,1200,H4,969,239904,03345600,03265196,4597928,P23440,30,833.87,833.87,1,4,2499.05
11281,6982105,28196,1200,A,713,331768,05616815,00009048,4297099,514428,30,608.41,608.41,1,2,2111.57
11282,6939338,27933,1500,A,748,324087,04089138,02338058,4479822,B998047,50,24.75,829.35,2,4,862.04
11283,6959508,27933,1500,A,748,324087,02236985,01259245,4390360,B997128,50,402.3,829.35,2,4,862.04
11284,6966518,28218,1200,H4,712,239904,04482101,03475832,4607596,P25041,50,564.33,564.33,1,2,60.5
11285,7087585,27527,1200,A,749,249387,09922967,,5223813,K71219$,50,65.3,130.6,2,5,4571.02
11286,7104971,27527,1200,A,749,249387,09922967,,5223813,K71219$,50,65.3,130.6,2,5,4571.02
11287,6974685,27877,1200,A,948,238920,04909706,04768792,4737828Z,L129688,50,1607.04,1607.04,1,3,1610.8
11288,7026843,27139,1200,A,878,249387,05427525,,4810058,683364,50,161.25,1831.85,3,9,4060.1
11289,7026843,27139,1200,A,878,249387,05427525,,4810058,683364,51,348.74,1831.85,3,9,4060.1
11290,6994857,25542,1200,A,999,68267,01301769,01048221,4389203,542293$,30,1066.84,1066.84,1,1,1034.83
11291,7090695,28186,1200,H4,719,260169,09434585,,5179821,K68883,50,2841.56,2841.56,1,3,2745.81
11292,7024238,27000,1200,A,741,242795,06317687,06293126,4892040,722131,50,327.14,327.14,1,4,482.57
11293,7076409,28028,1200,H4,828,260169,09151538,,5129975A,P63298,30,921.02,921.02,1,4,4810.97
11294,6998426,59163,1200,A,996,63830,06031544,01750095,4439987A,L123356,50,228.72,228.72,1,3,66.49
11295,7040910,27417,1200,H4,728,348826,01509934,01350969,4358674,P11103,30,949.91,949.91,1,2,2149.59
11296,7052976,27773,1200,H4,546,348826,04956891,,4759631,P35396,50,755.92,2146.88,1,2,0.22
11297,7052976,27773,1200,H4,546,348826,04956891,,4759631,P35396,51,1390.96,2146.88,1,2,0.22
11298,7063964,27892,1200,A,864,399997,05186512,04777234,4755268,K50721,50,229.13,229.13,1,4,3514.13
11299,6963409,27935,1200,H4,727,348826,04591840,99044291,4057343,BP92812,50,1188.36,2376.01,1,2,1186.18
11300,6963409,27935,1200,H4,727,348826,04591840,99044291,4057343,BP92812,30,1187.65,2376.01,1,2,1186.18
11301,6960258,27417,1200,H4,717,348826,01468534,00550093,4281480,P5509,50,1346.81,1346.81,1,3,1277.71
11302,7062957,27952,1200,A,929,398187,09055103,,5149684,K67388,50,452.03,452.03,1,37,132667.65
11303,7079896,64010,1200,V,590,398187,V2522132,V2522132,,170525A,50,356.72,356.72,1,21,29444.97
11304,6996311,27337,1200,A,726,282478,05777495,05769672,4813056B,K54566,50,1368.5,1368.5,1,2,2497.44
11305,6986387,26653,1200,A,848,282478,03480659,02267190,4495402,583938,30,1741.3,1741.3,1,9,6503.41
11306,7035842,27804,1200,H4,727,347953,07516050,07490160,4981068,P51548,50,1200.65,1200.65,1,3,1080.59
11307,7126206,26403,1200,A,658,249506,11662879,09755398,5179934,823890,30,1007.28,1007.28,1,1,957.25
11308,7081630,27896,1200,H5,998,249506,09837205,09034215,4933220,P62888R,50,735.55,735.55,1,3,713.44
11309,6958076,27946,1200,H5,935,249506,04598614,03467804,4463003,P24745,50,892.46,892.46,1,3,417.84
11310,6979861,11324,1200,W,77391,332072,05201705,95281351,K349337,C6852,50,648.67,1692.21,1,3,1606.06
11311,6979861,11324,1200,W,77391,332072,05201701,95281351,K349337,C6852,50,394.87,1692.21,1,3,1606.06
11312,6979861,11324,1200,W,77391,332072,05201709,95281351,K349337,C6852,50,648.67,1692.21,1,3,1606.06
11313,7062229,27651,1200,C1,711,332072,05309584,05306950,4808347A,L132619,50,285.71,2000.0,1,2,398.85
11314,7062229,27651,1200,C1,711,332072,05309753,05306950,4808347A,L132619,50,285.74,2000.0,1,2,398.85
11315,7062229,27651,1200,C1,711,332072,05309638,05306950,4808347A,L132619,50,285.71,2000.0,1,2,398.85
11316,7062229,27651,1200,C1,711,332072,05309662,05306950,4808347A,L132619,50,285.71,2000.0,1,2,398.85
11317,7062229,27651,1200,C1,711,332072,05309591,05306950,4808347A,L132619,50,285.71,2000.0,1,2,398.85
11318,7062229,27651,1200,C1,711,332072,05309756,05306950,4808347A,L132619,50,285.71,2000.0,1,2,398.85
11319,7062229,27651,1200,C1,711,332072,05309749,05306950,4808347A,L132619,50,285.71,2000.0,1,2,398.85
11320,7065055,27506,1200,H4,727,332072,05381064,05107313,4707134,L129545,30,447.86,1316.16,1,1,1093.62
11321,7065055,27506,1200,H4,727,332072,05381053,05107313,4707134,L129545,30,393.02,1316.16,1,1,1093.62
11322,7065055,27506,1200,H4,727,332072,05381068,05107313,4707134,L129545,30,475.28,1316.16,1,1,1093.62
11323,7094917,27000,1200,A,832,265666,09888089,,5195229,823506,50,335.41,335.41,1,5,2122.26
11324,7084518,28227,1200,A,707,267525,09969934,09930643,5210073,K71144,50,2168.78,2168.78,1,4,2129.11
11325,7131980,64015,1302,V,933,391227,V2469722,V2469722,,170327B,50,617.09,617.09,1,4,995.77
11326,7122351,26370,1200,A,863,320883,06628355,,4927545,P45727,50,92.32,92.32,1,5,151.2
